epoch,learning_rate,train_loss,train_frame_accuracy,train_frame_f1,train_frame_auc,train_video_auc,val_loss,val_frame_accuracy,val_frame_precision,val_frame_recall,val_frame_f1,val_frame_auc,val_video_accuracy,val_video_precision,val_video_recall,val_video_f1,val_video_auc
1,0.001,0.2747176770615344,0.8816737564024655,0.8787366548042704,0.9570459876509715,0.9859355709876544,0.2503859284148785,0.8992853952657436,0.9661105318039624,0.8276016078606521,0.8915082992542699,0.9675252203168445,0.9142857142857143,0.9833333333333333,0.8428571428571429,0.9076923076923077,0.9818367346938776
2,0.0009938441702975688,0.19091230543814286,0.922692942095668,0.9212887258584876,0.9789156141172753,0.9938435570987655,0.24901669209905372,0.8954890576150067,0.9390183440753594,0.8459133541759715,0.8900375939849624,0.9643172387021977,0.9178571428571428,0.9534883720930233,0.8785714285714286,0.9144981412639405,0.9771938775510204
3,0.0009755282581475768,0.17330876588096986,0.9319385363312788,0.930955526199912,0.9824424911310317,0.9964081790123457,0.2220882816924853,0.9044216167932112,0.9380745041122399,0.8660116123269317,0.9006038086391083,0.9708264572109869,0.925,0.9612403100775194,0.8857142857142857,0.9219330855018587,0.9825510204081633
4,0.0009455032620941839,0.15776535321639243,0.9381890789131001,0.9374725564239923,0.98546971994921,0.9975520833333333,0.23489790192508656,0.9001786511835641,0.9234404536862004,0.8727110317105851,0.8973593570608496,0.9672400686119486,0.925,0.9612403100775194,0.8857142857142857,0.9219330855018587,0.9789795918367348
5,0.0009045084971874737,0.15204738993632658,0.9393610556471916,0.938741504056128,0.9865098793132971,0.9978954475308641,0.2361352999277443,0.903974988834301,0.9380145278450364,0.8651183564091112,0.900092936802974,0.9682361546828813,0.9214285714285714,0.9538461538461539,0.8857142857142857,0.9185185185185185,0.9794897959183674
6,0.0008535533905932737,0.14410715097354015,0.9440923691292646,0.9435830048182217,0.9877639776690107,0.9983603395061729,0.2416898386320827,0.8995087092451988,0.9193624003750586,0.8758374274229567,0.8970722781335773,0.9665890769442829,0.925,0.9473684210526315,0.9,0.9230769230769231,0.9778571428571429
7,0.0007938926261462366,0.14162217855533696,0.9464363225974477,0.9459341044514546,0.9881082380416643,0.9986805555555556,0.23515126617586257,0.9028584189370255,0.9311663479923518,0.8700312639571237,0.8995613022396675,0.9692350334252854,0.9285714285714286,0.9477611940298507,0.9071428571428571,0.927007299270073,0.9798469387755102
8,0.0007269952498697733,0.1384267301267712,0.9455247851375987,0.9451126175377214,0.9886060096455307,0.9986226851851852,0.24147038946411556,0.9041983028137561,0.9359344894026975,0.8677981241625726,0.9005793742757822,0.9683141500075503,0.925,0.9541984732824428,0.8928571428571429,0.922509225092251,0.9791326530612244
