sample_count,real_count,fake_count,predicted_fake_count,accuracy,precision,recall,specificity,f1,auc,threshold,tn,fp,fn,tp,distance_to_0_5
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2659999999999998,0,50,0,50,0.2340000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2649999999999998,0,50,0,50,0.2350000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2639999999999998,0,50,0,50,0.2360000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2629999999999998,0,50,0,50,0.2370000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2619999999999998,0,50,0,50,0.2380000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2609999999999998,0,50,0,50,0.2390000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2599999999999998,0,50,0,50,0.2400000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2589999999999998,0,50,0,50,0.24100000000000021
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2579999999999998,0,50,0,50,0.24200000000000021
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2569999999999998,0,50,0,50,0.24300000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2559999999999998,0,50,0,50,0.24400000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2549999999999998,0,50,0,50,0.24500000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2539999999999998,0,50,0,50,0.24600000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2529999999999998,0,50,0,50,0.24700000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2519999999999998,0,50,0,50,0.24800000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2509999999999998,0,50,0,50,0.24900000000000022
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2499999999999998,0,50,0,50,0.2500000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2489999999999998,0,50,0,50,0.2510000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2479999999999998,0,50,0,50,0.2520000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2469999999999998,0,50,0,50,0.2530000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2459999999999998,0,50,0,50,0.2540000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2449999999999998,0,50,0,50,0.2550000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2439999999999998,0,50,0,50,0.2560000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2429999999999998,0,50,0,50,0.25700000000000023
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.24199999999999983,0,50,0,50,0.2580000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.24099999999999983,0,50,0,50,0.2590000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23999999999999982,0,50,0,50,0.2600000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23899999999999982,0,50,0,50,0.2610000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23799999999999982,0,50,0,50,0.2620000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23699999999999982,0,50,0,50,0.2630000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23599999999999982,0,50,0,50,0.2640000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23499999999999982,0,50,0,50,0.2650000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23399999999999982,0,50,0,50,0.2660000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23299999999999982,0,50,0,50,0.2670000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23199999999999982,0,50,0,50,0.2680000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.23099999999999982,0,50,0,50,0.2690000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22999999999999982,0,50,0,50,0.2700000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22899999999999981,0,50,0,50,0.2710000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22799999999999981,0,50,0,50,0.2720000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2269999999999998,0,50,0,50,0.2730000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.2259999999999998,0,50,0,50,0.2740000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22499999999999984,0,50,0,50,0.27500000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22399999999999984,0,50,0,50,0.27600000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22299999999999984,0,50,0,50,0.27700000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22199999999999984,0,50,0,50,0.27800000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.22099999999999984,0,50,0,50,0.27900000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21999999999999983,0,50,0,50,0.28000000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21899999999999983,0,50,0,50,0.28100000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21799999999999983,0,50,0,50,0.28200000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21699999999999983,0,50,0,50,0.28300000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21599999999999983,0,50,0,50,0.28400000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21499999999999983,0,50,0,50,0.28500000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21399999999999983,0,50,0,50,0.28600000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21299999999999983,0,50,0,50,0.28700000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21199999999999983,0,50,0,50,0.28800000000000014
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.21099999999999983,0,50,0,50,0.28900000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20999999999999985,0,50,0,50,0.29000000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20899999999999985,0,50,0,50,0.29100000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20799999999999985,0,50,0,50,0.29200000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20699999999999985,0,50,0,50,0.29300000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20599999999999985,0,50,0,50,0.29400000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20499999999999985,0,50,0,50,0.29500000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20399999999999985,0,50,0,50,0.29600000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20299999999999985,0,50,0,50,0.29700000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20199999999999985,0,50,0,50,0.29800000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.20099999999999985,0,50,0,50,0.29900000000000015
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19999999999999984,0,50,0,50,0.30000000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19899999999999984,0,50,0,50,0.30100000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19799999999999984,0,50,0,50,0.30200000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19699999999999984,0,50,0,50,0.30300000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19599999999999984,0,50,0,50,0.30400000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19499999999999984,0,50,0,50,0.30500000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19399999999999984,0,50,0,50,0.30600000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19299999999999987,0,50,0,50,0.30700000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19199999999999987,0,50,0,50,0.30800000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.19099999999999986,0,50,0,50,0.30900000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18999999999999986,0,50,0,50,0.31000000000000016
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18899999999999986,0,50,0,50,0.31100000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18799999999999986,0,50,0,50,0.31200000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18699999999999986,0,50,0,50,0.31300000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18599999999999986,0,50,0,50,0.31400000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18499999999999986,0,50,0,50,0.31500000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18399999999999986,0,50,0,50,0.31600000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18299999999999986,0,50,0,50,0.31700000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18199999999999986,0,50,0,50,0.31800000000000017
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.18099999999999986,0,50,0,50,0.3190000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17999999999999985,0,50,0,50,0.3200000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17899999999999985,0,50,0,50,0.3210000000000002
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17799999999999988,0,50,0,50,0.3220000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17699999999999988,0,50,0,50,0.3230000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17599999999999988,0,50,0,50,0.3240000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17499999999999988,0,50,0,50,0.3250000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17399999999999988,0,50,0,50,0.3260000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17299999999999988,0,50,0,50,0.3270000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17199999999999988,0,50,0,50,0.3280000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.17099999999999987,0,50,0,50,0.3290000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16999999999999987,0,50,0,50,0.3300000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16899999999999987,0,50,0,50,0.3310000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16799999999999987,0,50,0,50,0.33200000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16699999999999987,0,50,0,50,0.33300000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16599999999999987,0,50,0,50,0.33400000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16499999999999987,0,50,0,50,0.33500000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16399999999999987,0,50,0,50,0.33600000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16299999999999987,0,50,0,50,0.33700000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.16199999999999987,0,50,0,50,0.33800000000000013
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1609999999999999,0,50,0,50,0.3390000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1599999999999999,0,50,0,50,0.3400000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1589999999999999,0,50,0,50,0.3410000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1579999999999999,0,50,0,50,0.3420000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1569999999999999,0,50,0,50,0.3430000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1559999999999999,0,50,0,50,0.3440000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1549999999999999,0,50,0,50,0.3450000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1539999999999999,0,50,0,50,0.3460000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.15299999999999989,0,50,0,50,0.3470000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.15199999999999989,0,50,0,50,0.3480000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.15099999999999988,0,50,0,50,0.3490000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.14999999999999988,0,50,0,50,0.3500000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.14899999999999988,0,50,0,50,0.3510000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.14799999999999988,0,50,0,50,0.3520000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.14699999999999988,0,50,0,50,0.3530000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1459999999999999,0,50,0,50,0.3540000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1449999999999999,0,50,0,50,0.3550000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1439999999999999,0,50,0,50,0.3560000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1429999999999999,0,50,0,50,0.3570000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1419999999999999,0,50,0,50,0.3580000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1409999999999999,0,50,0,50,0.3590000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1399999999999999,0,50,0,50,0.3600000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1389999999999999,0,50,0,50,0.3610000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1379999999999999,0,50,0,50,0.3620000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1369999999999999,0,50,0,50,0.3630000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1359999999999999,0,50,0,50,0.3640000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1349999999999999,0,50,0,50,0.3650000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1339999999999999,0,50,0,50,0.3660000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1329999999999999,0,50,0,50,0.3670000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1319999999999999,0,50,0,50,0.3680000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1309999999999999,0,50,0,50,0.3690000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1299999999999999,0,50,0,50,0.3700000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1289999999999999,0,50,0,50,0.3710000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1279999999999999,0,50,0,50,0.3720000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1269999999999999,0,50,0,50,0.3730000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.12599999999999992,0,50,0,50,0.3740000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1249999999999999,0,50,0,50,0.3750000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1239999999999999,0,50,0,50,0.3760000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1229999999999999,0,50,0,50,0.3770000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1219999999999999,0,50,0,50,0.3780000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1209999999999999,0,50,0,50,0.3790000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1199999999999999,0,50,0,50,0.3800000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1189999999999999,0,50,0,50,0.3810000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1179999999999999,0,50,0,50,0.3820000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.11699999999999991,0,50,0,50,0.3830000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.11599999999999991,0,50,0,50,0.3840000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.11499999999999991,0,50,0,50,0.3850000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.11399999999999991,0,50,0,50,0.3860000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1129999999999999,0,50,0,50,0.3870000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1119999999999999,0,50,0,50,0.3880000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.1109999999999999,0,50,0,50,0.3890000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10999999999999992,0,50,0,50,0.39000000000000007
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10899999999999992,0,50,0,50,0.39100000000000007
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10799999999999992,0,50,0,50,0.39200000000000007
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10699999999999991,0,50,0,50,0.39300000000000007
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10599999999999991,0,50,0,50,0.3940000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10499999999999991,0,50,0,50,0.3950000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10399999999999991,0,50,0,50,0.3960000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10299999999999991,0,50,0,50,0.3970000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10199999999999991,0,50,0,50,0.3980000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.10099999999999992,0,50,0,50,0.3990000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09999999999999992,0,50,0,50,0.4000000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09899999999999992,0,50,0,50,0.4010000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09799999999999992,0,50,0,50,0.4020000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09699999999999992,0,50,0,50,0.4030000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09599999999999992,0,50,0,50,0.4040000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09499999999999992,0,50,0,50,0.4050000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09399999999999993,0,50,0,50,0.4060000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09299999999999993,0,50,0,50,0.4070000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09199999999999993,0,50,0,50,0.4080000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.09099999999999993,0,50,0,50,0.4090000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08999999999999993,0,50,0,50,0.4100000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08899999999999993,0,50,0,50,0.4110000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08799999999999993,0,50,0,50,0.4120000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08699999999999992,0,50,0,50,0.4130000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08599999999999992,0,50,0,50,0.4140000000000001
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08499999999999994,0,50,0,50,0.41500000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08399999999999994,0,50,0,50,0.41600000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08299999999999993,0,50,0,50,0.41700000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08199999999999993,0,50,0,50,0.41800000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.08099999999999993,0,50,0,50,0.41900000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07999999999999993,0,50,0,50,0.42000000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07899999999999993,0,50,0,50,0.42100000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07799999999999994,0,50,0,50,0.42200000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07699999999999994,0,50,0,50,0.42300000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07599999999999994,0,50,0,50,0.42400000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07499999999999994,0,50,0,50,0.42500000000000004
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07399999999999994,0,50,0,50,0.42600000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07299999999999994,0,50,0,50,0.42700000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07199999999999994,0,50,0,50,0.42800000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.07099999999999995,0,50,0,50,0.42900000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06999999999999995,0,50,0,50,0.43000000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06899999999999995,0,50,0,50,0.43100000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06799999999999995,0,50,0,50,0.43200000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06699999999999995,0,50,0,50,0.43300000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06599999999999995,0,50,0,50,0.43400000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06499999999999995,0,50,0,50,0.43500000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06399999999999995,0,50,0,50,0.43600000000000005
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06299999999999996,0,50,0,50,0.43700000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06199999999999996,0,50,0,50,0.43800000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.06099999999999996,0,50,0,50,0.43900000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05999999999999996,0,50,0,50,0.44000000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05899999999999996,0,50,0,50,0.44100000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05799999999999996,0,50,0,50,0.44200000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05699999999999996,0,50,0,50,0.44300000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05599999999999996,0,50,0,50,0.44400000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.054999999999999966,0,50,0,50,0.44500000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.053999999999999965,0,50,0,50,0.44600000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.052999999999999964,0,50,0,50,0.44700000000000006
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05199999999999997,0,50,0,50,0.448
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.05099999999999997,0,50,0,50,0.449
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.04999999999999997,0,50,0,50,0.45
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.04899999999999997,0,50,0,50,0.451
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.047999999999999966,0,50,0,50,0.452
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.04699999999999997,0,50,0,50,0.453
100,50,50,100,0.5,0.5,1.0,0.0,0.6666666666666666,0.838,0.04599999999999997,0,50,0,50,0.454
